#review	#polarity
미리 예약하고 갔는데 예약한 사람 방을 대실손님 받아가지고 미리 돈 지불한 팀이 못들어가는게 맞나요..? 입실시간 5신데 8시 넘어서 입실했습니다 ^^	0
5시 예약 후 일 보고 6시에 왔는데 저희 방이 대실로 사용 중이니 1시간 후에 오라는 아주머니에 황당한 얘기를 듣고 근처 커피숍에서 기다리다 다시 숙소로 왔습니다. 아주머니께서 다시 방이 2개가 났는데 그 방도 저희보다 먼저 온 손님 줬다고 또 기다리라고 하시던군요. 정말 어이가 없어서 아주머니께 항의를 하고 30분 기다린 후에 대실 나간방으로 들어왔는데 습기도 안빠지고 꼬부랑 털도 굴러 다니던군요. 항의 하려다 그냥 포기하고 쉬고 있는데 주인 아주머니께서 갑자기 전화 하시더니 그렇게 불편하면 다른 속소로 가라고 하시던군요. 주말 그 늦은 시간에 어디로 가라는건지 정말 불편하게 이용하고 옵니다.	0
사진과 너무 상이한 룸컨디션에, 악취에 도저히 맨정신으로 묵을수 있는 환경이 아니었습니다. 묵는 내내 악취로 인하여 불쾌 하였습니다.	0
와이파이도 안되고 화장할수있는 거울하나도없고 다인실 사용하는데 추가비받는지는 잘모르겠지만 7만원에 인원 비용추가해서 8만원에 잤는데 진짜 그냥일반 방에 침대 2개넣어서 겨우 만든 방같은 느낌이고 최종적으로 진심돈아까웠음 여기 어때쓴방중에 최악시설이였음 절대가지마셈	0
여름에 자주갔던곳이고 느낌좋은곳이었는데 오늘은 시설이 똥같은곳을... 정말실망이네요	0
여기 이용하시고 시설이 좋고 깨끗하다고 하시는 분들은 어디 동네 여관만 다니셨나봐요 진짜 너무 더럽고요. 대실이든 전에 숙박하셨든 침구류도 바꾸지 않은거같아서 컴플레인 했었을정도예요. 샤워할때 화장실&욕실 더러운거 보기 싫어서 눈감고 씻었답니다^^ 잘 선택해서 여행하시길. 이 리뷰 지우지마세요.	0
저렴하게 잘 이용했습니다~^^/댓글 확인했습니다.제 입장에서는 저렴하게 이용했다고 느꼇기때문에 본문 처럼 작성했습니다.숙박이용하는 사람들에게 가장 중요한게 저렴한 가격에 깨끗한 숙소 라고 생각합니다. 그래서 그게 말문이 턱 막히나요?전 사장님 대응에 말문이 턱 막히네요. 어떻게 리뷰 써야하는지 스크립트가 따로 있는건가요? 이용할때 마다 느꼇던 사장님의 친절함에,불편한점도 그냥 모른척 넘기고 제 나름대로 좋게 리뷰를 작성하였습니다. 제돈주고 결제하고, 별 5개 리뷰를 남겼는데 돌아오는 답이란; 기분이 썩좋지 않습니다. 사장님께서 원하는 장문 솔직리뷰.9시에 숙소에 도착하니,방청소 중이라 조금만 기다려 달라고 하였고,(입실 7시부터라고 표시되어있음)배정받은 방은 계단 바로앞에 위치한 방으로 위치상 시끄러웠고, 창문이 없었으며, 문(도어락)이 고장나서 수동으로 사용하였습니다.그리고 5.16일날은 쿠션에 혈이 묻어있었습니다.청결에 신경좀 쓰셔야할것 같습니다.	0
아 진짜 !!!! 광안리에서 여기만한 방이 없는거 같네요~~~ 가성비도 가성비지만 너무 친철하시고 방도 위생도 철저하게 하시는지 너무 깨끗하네요~ 한번 숙박하시면 다른 곳 눈에도 안들어 오네요~ 숙박할때마다 여기에서만 할정도로 좋아요 ! 다른분들에게도 적극 추천 !!! 절대 후회안하실듯~여튼 감사합니다~~	0
모텔을 그렇게 마니 다녀봐도 세상 좁고 답답해요 침대가 완젼구려요	0
시설은 그냥 그렇구요. 주차는 발렛해주시긴 하시는데 차를 건물이 아니라 떨어진곳에 대놓기도 하셔서 불편한 점도 있어요. 남자 사장님? 같은분이 말을 툭툭하시며 친절함은 별로 느낄수가 없었네요. 방에 들어가니 먹다남은 물병이 굴러다녔구요. 청결에 그렇게 신경을 안쓰는 느낌이랄까..: 이불도 좀 많이 그런 느낌을 받았네요두번은 안 갈것 같아요.	0
부띠끄 호텔이라는 부르기엔 모텔이네요 사장님만 친절하세요	0
사진과는 달리 방이 너무 적어요. 그리고 아침에 제과빵을 준다는데 없네요.. 없으면서 왜 적어놓은건지.... 답글보고 수정합니다.어이가 없네요.. 점수를 깍고 다닌다는 쇼를 한다니요.. 저는 이쪽계통에 일을하는것도 아니고 일때문에 광안리쪽에서 3박을 했습니다. 방두곳을 예약했는데 한곳을 침대도없는 쪽방을 주셨더군요.. 아직 그쪽 아이디로 리뷰를 안했는데 더 나쁘게 평을 할까요? 솔직하게 평점을 한걸로 매너가 없다느니 쇼를 한다느니.. 손님을 탓할게 아니라 왜 이런평점이 나왔는지를 생각하셔야죠..	0
하룻밤 숙박했는데 벽에는무슨 하얀색깔화장픔을으로칠해진것처럼되있고 악몽3번이나꿈 저랑제남자친구랑다신가고싶지않은모텔이네요 저녘에카운터보시는남자분 위협적으로장사하시지마시고 친절하게 손님쫌맞이해주세요 최악입니다	0
처음 입실했을때 바닥에 머리카락과 침대시트에도 먼지가 가득해서 프론트에 전화했더니 방을 바꿔주시더라고요.근데 바꿔주신 방이 더 더러운건 뭔가요?아예 방 청소를 안 한듯 머리카락이 가득했습니다.결국 원래 입실했던 방 청소하는걸 기다리고 다시 재입실 했어요.바닥청소는 해주셨지만 침대시트와 이불은 새거라며 교체해주시지 않아서 너무 찝찝했습니다.이미 방이 더러운걸 본 상태에서 새거라고 하시는 말이 별로 신뢰가 안 가서 눕기가 불편하더군요.맘 같아선 다른곳으로 가고싶었는데 너무 늦은 시간이라 어쩔수 없이 잤습니다.화장실은 또 배수구막히고 페인트가루 떨어지고 최악이네요 최악	0
보고느낀점사실대로씁니다! 초저녁파카입은아저씨!불친절해요!리뷰에친절하다던데그분은누구일까요?또사진쩌럼조식바?없어요!더러운접시만잇네요!엘리베이터에는커피가쏟아져서엉망이고로비도더럽고객실엔담배냄새나요!싼맛에갓는데다음엔그냥비싼데서잘래요!소음도심해요!!! 나쁜리뷰라고삭제하지마세요.인권보호센터에신고할지도몰라요. 암튼다음엔 안갈래요.리뷰가좋은건...싸니까...	0
샴푸랑 바디워시 냄새가 이상했고, 전체적으로 기대 이하였습니다. 여자친구가 자고 일어나서 몸에 뭐가 났다고 해서 찝찝함이 배가 됐네요. 별 반개 드립니다.	0
위치적으로 좋고 사진상으로 깔끔해보여 숙박예약하였는데..진짜 너무 습한느낌..벽지는 너무 더럽고..별로였어요..그래서 숙박하지 않고 그냥 나왔네요..비추천	0
12 13 14숙박예약하고입실시간2시보다일찍입실하려고 12일은 방문해서오전에 대실했습니다13일에서 14일넘어간새벽1시쯤에어컨물떨어져서 콘센트에물젖고 충전기 물바다여서문의했더니 방바꿔준다고만하고여행온거라 짐이엄청많았는데주신방이 층수가달라서새벽에 층수도 다른 방 왔다갔다해야상황이였고 심지어 배달음식시켰어서음식까지먹다 옮겨야되는상황이였는데사과도없어서 오히려 3,4층왔다갔다하느니짐싸서 앞에 숙박업소가는게낫다고보고환불요구하니 14일 숙박금액만환불해준다시는데손님입장으론 13일 14일여행와서 공친느낌에 직원상황대처 굉장히기분나빳습니다12일빠른입실론 대실비지불하고입실했는데 숙박업소측 잘못된관리와 직원대처로인해졸지에 새벽에 다른숙박업소찾아야되는 상황이왔는데직원은 하루치환불안될까봐그러냐는 헛소리시전결국 이틀치숙박 다른곳다시잡았어요전화주세요사장님 결재떨어져야환불도된다는데돈없는학생이였으면그새벽에 환불바로안되니길거리서자라는건가요	0
이노코미 예약이 다 찼는지 안돼서 일반객실로 예약했는데 어플에 올라온 사진에는 더블룸 사진 올려놓고 막상 가니 트윈침대 붙여놓고 주말엔 원래 이렇다는 말로 넘어가시더군요. 따져묻고 싶었으나 밤새 알바생이 프런트를보는 것같아 그냥 넘어갔습니다. 청결은 그럭저럭 괜찮은데 기본 숙박 용품도 모텔보다 수준 이하이고 가운도 없었구요. 방은 더블룸인줄 알았더니 트윈으로 줘서 사기당한 느낌이구요. 재방문의사 0%입니다.	0
아주머니 말투가 너무 불친절하네요 불쾌했습니다 실수하시고 필요한거없냐물어봐서 얘기했더니 추가요금달라네요 어이없었습니다	0
사진보다 방이 작아요..그리고 불친절하심..리뷰에는 다 친절하다해서 리뷰보고갓는데 주인 아주머니 .. 불친절하셔서 기분상했어요	0
최근 리모델링 완료,저렴한 숙박비,주차가능 글을 보고 예약하였으나 다시는 가고싶지 않은곳 같아요.숙박비 값에 걸맞게 옆방에서의 사랑을 나누는 소리가 적나라하게 들리며 주차도 불가 하여 옆모텔에 주차 온수도 졸졸졸 샤워도 퇴실할때 겨우 하고 나왔네요.	0
후기보고 예약했는데요.딱 돈만큼 하네요.좋은 기준이 먼지...객실이 넘 오래되어서 냄새도 심하고새벽에 앞방여자신음소리덕에밤 꼴딱 새웠네요.조식도 옆건물가야된다하시고암튼 다시는 가고 싶지 않으네요.돈조금 더주시고 다른곳 이용하시길...솔직한 후기였습니다.	0
0.최악인건 변기 수압이다. 액체 외의 것은 그냥 딱 봐도 넘어갈 수 없는 수압. 우리집 씽크대에 물 받아놓고 물냉려도 이것보단 수압 셀 듯.1. 객실 사진과 객실이 다르다.좋은 방 하나 찍어 놓고 예약은 아무렇게나욕조사진 하나만 보고 특실 잡았는데이럴거면 일반실 썼지. 욕조 없다고 방 바꿔 달라니까더 넓은 방 주면 뭐해 욕조가 없는데 어차피 난 욕조쓰고 잠만 잘건데2. 청소 불량처음에 안내받은 방 쓰던 수건 쓰레기통 치약 전부 안치워져있었다. 뭐 어쩌잔거지 욕조도 없는데 쓰던 방 주면?3. 침입2박3일 일정이었는데 첫날 방 바꾸는거 어차피 둘째날엔 욕조 필요없고 여유도 없어서 그냥 그 방 쓴다고 얘기 끝났는데 일정 끝나고 돌아와보니 화장실 정리돼있고 쓰레기통 치워져 있었다. 청소해줘서 문제 될 건 없지만 쓰던방에 막 문 따고 들어오는게 정상적인 발상인가? 전화하고 넘어갔는데 이튿날인 오늘 방에들어와보니 또 쓰레기통 비워져있다. 한 번에 비우면 몸에 두드러기 나요? 내가 문을 열어놓고 간 것도 아니고 열쇠를 두고 간 것도 아닌데 마스터키로 문 똑똑 따고 들어올거면 열쇠 왜 나눠줘 문고리는 왜 달아놔;4.친절은 하다만 그냥 말투만 친절하고 되는게 없음아직 일교차 심해서 낮에는 햇볕 뜨거운데더워서 에어컨 키려고 보니까 에어컨이 안 됨전화했더니 계절이 바뀌어서 다 뽑아 버렸다고함그래서 그럼 안되는거냐니까 안된다네그러면 에어컨이 안된다고 미리 말을 하던가..아니 9층 10층에 벽 한쪽 면이 다 창문인데 낮에는 덥지 않을까요..?리뷰 그냥 안쓰려고 했는데 문 두 번 딴거에서 기본이 없는곳이라는걸 느낌. 집주인이라고 세입자 집 문열고 들어가는거랑 뭐가 다른건지.	0
그냥 그랬어요미리 예약해서 4만 8천원에 예약했는데 그 날 현장가서 결제했으면 4만 4천원인데..방도 여유있어 보였고 아쉽네요	0
해운대 그랜드 호텔 바로 뒷골목이라 해변이랑 가깝고 위치는 좋았어요. 그런데 객실이 불청결한지 침대에 배드버그가 있는지 자고 일어낫는데 몸여기저기에 벌레가 물려있어요; 등이랑 다리에.. 아침엔 모기 물린줄 알았는데 아니네요. 그리고 체크인하고 외출했는데 전화와서 언제 체크인햇는지 외출언제햇는지는 왜묻는지..;; 그냥 싼가격이라 어쩔수없이 이용했는데 병원가게생겼네요	0
부산에 싼곳은 다그렇듯이 서비스 시설 청결 기대하면 안되죠 뭐 곰팡이냄새 비슷한거 나고 주인 반말 빼면 자고갈만한곳---------------------------------------------------------------------곰팡이 냄새같은 썩은냄새가 나는데바베큐냄새일리는 없겠죠그리고 조식같은거도 안내좀해줬으면하네요	0
방안에 생수 하나 없으며 더구나 수건 조차 없습니다 그냥 돈 더 보태서 딴 곳 가세요 최악 중 최악입니다	0
바닥에 모래알갱이들이 좀 있어서 별로엿어요 변기도 쉽게막히고	0
곰팡이냄새 등 냄새 심하고 창문 쬐그만거에방충망도없어서 문도못열고.. 어린애들새벽에 떠드는소리때매 잠못자고 ..조식은 옆호텔가서 토스트랑 주스먹으라하고 ..이불은한여름에 엄청두껍고..위치만빼고최악..	0
하... 노래주점이랑 같이있는 모텔이에요.. 밤새 노래방소리때매 잠설치네요 싼맛에 잡았는데 역시나네요..	0
트윈룸 잡았는데 전화했을때는 몇명이라 물어보고 4명이라했더니 아무말안하더니 당일날 갓더니 4명이라고 2명 추가요금 내라하고 인당 이만원씩 트윈이먼 기준이 4명이 정상 아닌가요? 아님 기준인원이 2명이라고 앱에 써넣기라도 하시던가; 인당 두명 추가요금 받을돈이였으면 일반룸 두개를 잡았겠네요	0
전반적으로 이용에 불편함이 있었음.주차장이 주차타워라 물건이 필요할때 찾기가 힘들고 이불도 조금...5살짜리 아이있다고 추가요금 1만원이라니...모텔을 자주 애요와지만 지금껏 이런곳은 처음 이었어요그냥 피서지라서 그런거 같아 기분이 상해 바로 다른 곳으로 이동했네요	0
절대가지마세여 자기들마음대로 방도 바꿔치기하고 사진이랑 예약한방 전혀다름	0
방음 안됨불친절청소상태 엉망방충망 없음누가 쓰다만 샤워타올 널부러져 있음내 생애 이런 모텔 처음임	0
무슨 상상을 하든 해운대 최저가 숙소의 클라스를 생각하시면 됩니다.	0
명품침구라고 하셨는데 너무 오래되서 지퍼가 고장나서 커버가 너덜너덜하였고 건물자체가 좀 오래되서 욕실이나 방이 그닥 깔끔하진 않았어요리모컨 건전지 넣는곳 커버도 없고 건전지 접지도불안해서 에어컨 조작은 오로지 껐다 켰다만 가능했어요몇명이 자냐해서 두명인데 한명은 이따 잠시들릴지도 모른다 했더니매우 공격적인 언사로 방에 들어가는 순간 무조건 추가 요금 발생한다는 협박같은 말씀하셔서근처 스카이라운지에서 따로 잘 만났습니다위치면 시설면 친절면에서싼맛에 가시면 맘편해요	0
청결상태도 그닥 좋진 않고 수건이 방에 없어서 카운터에서 필요한만큼 들고가라는데 수건 막 구멍 뚫려있고 찢어져있고 상태가 말이 아니네요...싼맛에 그냥 이용하긴 했는데 늦었다고 대실 추가요굼 받고...그돈아면 차라리 더 좋은데 갈껑 하는 아쉬움이 남네요	0
카운터 사람 없고 전화하면 짜증내고객실 더럽고 냄새나고 벽지다뜯어지고춥고 비품사야되고 어쩌자는거지	0
가격에는 이유가 있다.부산 여행 마지막날에 싼 가격에 숙소를 잡고싶어서 혹해서 예약했는데 실망이 너무 크다<단점>1. 주변 가라오케 및 술집 노래방 등으로 굉장히 시끄럽다. 새벽 3시까지 안 자고 놀 생각이면 예약해도 좋다. 2. 끝방은 와이파이 신호가 잘 안 잡힌다. 기숙사 다시 들어가서 사는 줄 알았다.3. 일회용품 에바마를 넘어 오바마를 넘어 트럼프였다. 칫솔은 고급대리석으로 만든듯 정교하고 단단하여 당신의 잇몸을 찢기에 최적화되어있다.4. 방이 오지게 뜨겁다. 한여름 밤의 열대야를 느끼는듯한 짜릿한 하룻밤이었다. 카운터에 온도 줄여달라고 문의를 3번이나 넣었지만, 땀은 멈추질 않았다. 아마 컨트롤타워가 부셔진 것 같다. 애인과의 사랑을 나눈다면 흡사 7월달에 행군했을 때 만났던 당신의 땀들과 재회할 수 있을 것이다.5. 침구류가 낡아보였다. 물론 방마다 다르겠지만, 침구류에 예민하다면 비싼 방으로 가라. <장점>1. 그래도 주인분은 착하시다.2. 겨울이었는데 찬 물이 오지게 잘 나온다. 한 여름에 계곡에 피서를 간 듯한 느낌을 받을 수 있었다. 3. 올레티비 있다.	0
사장님이 친절 하지만 시설적으로 문제가 많아요밑에 노래방이 있어서 노래방 운영이 끝날때 까지 계속 시끄럽고 무슨노래인지 다 알 수 있는 정도로 잘 들립니다 시설 상태를 떠나서 기본적인 방음 자체가 안되요 예민하신 분들은 그냥 취소하고 다른데 가세요저는 새벽4시까지 못잤어요..그리고 두명 샤워하기엔 따듯한 물이 부족합니다 온수기 용량을 늘리던 한명은 저녁에 한명은 아침에 이렇게 해야할것같네요 1.2만원 아끼다 더 힘들었어요	0
시트상태가 한번 누웠다 일어나니 온몸이 가렵고 붉은 반점이 올라오네요..따뜻한물도 보일러 식이아니라 온수통? 그런개념이라 물도 아껴써야지 따신물이 나오나보네요	0
진짜 내가 여태가본데중에 젤 드러움 수건도 방에 잆고 이불에 정체불명의 얼룩 으로 인해 이불도 교체하고가운은 원래 없음 인근 좋은 모텔 많이 있으니 다른데 갈것	0
객실 청소상태가 좋지 않았어요시설은 그럭저럭 쓸만했지만 낙후되었어요	0
일반실 시설은 사진이랑 전혀다른 여인숙 같은 분위기에 기본적인 컴퓨터 셋팅도 없고 티비체널도 입력이 안되며 청결상태도 그저 그래 보이고 문의를 하려고 전화를 몇번이나 카운터에 넣어봐도 받지도 않네요 아무리 사진을 믿지말라고는 하지만 이건 정말 아닌듯	0
아니 보일러 추워죽겠는데 보일러틀어준다캐놓고선 밤새도록 추운채로 잠들었습니다 두번다시는 안갑니다 고객을 호구로 보네요 너무 아니 폼클렌징 뭐 다부족하게주시고 아진짜비추천입니다 잠만잘사람들는가세요	0
잠만 주무실분만 가세요일회용품 챙겨가세요 칫솔만 줍니다방 냉장고에 물하나없고 전사람이 사용했던 수건이 그대로있고 카운터엔 사람이 갈때마다 비어있고...	0
트윈룸을 예약하고 갔습니다.트윈룸에 들어가보니 의자도 부서져서 앉을려고 하니 삐거덕 거리고 창문틀도 뜯겨있었으며 침대에는 불로 지진 자국이 있었으며 사진에는 컴퓨터가 있었는데 없었습니다. 그래서 환불 안되냐고 여쭈어보니 환불이 안된다고 하여 사진과 많이 다르지 않냐고 여쭈어보니 홈페이지에 사진과 다를수 있다고 기재되어 있지 않냐고 하셔서 다른방을 받았는데 그 방은 욕실 타일 중앙이 다 깨져서 파여 있었으며 그전 방에 있었던 커피포트기가 없어 주시면 안되냐고 요청하였습니다. 그리고 보일러를 틀려고 콘센트에 코드를 꼽는 순간 스파크라고 해야되나? 불꽃이 튀어올라 놀래서 뒤로 물어났습니다. 이렇게 자칫 잘못하면 저희에게 생명의 위협을 가해 올 수 있는데 수리를 해주셨으면 합니다. 그리고 샤워타월도 제공되지 않았으며 칫솔, 면도기, 면봉 등 을 저희가 따로 돈을 지불하고 사야했습니다. 그런데 저희는 면봉을 사지 않았는데도 불구하고 방에 들어와서 쓰레기통을 보니 면봉이 쓰여진채 버려져있었습니다. 청소 하시다가 까먹으신건지는 모르겠지만 청결하지 못하다는 생각이 들었습니다.	0
후기들중 방음이 안된다고 하기에 얼마나 안되겠나싶었는데 이건 뭐 옆방 화장실 물소리부터 시작해서 화장실 문닫는소리, 대화소리 뿐만 아니라 3층에 있는 노래방에서 노래하는 소리가 8층 객실까지 쩌렁쩌렁하게 울리며, 바깥소음도 이중창문이 무색할 정도로 잘 들렸습니다. 심지에 옆방에서 싸우는소리때문에 잠도 못자고 에어컨에서는 걸레 비린내가 나기까지 해서 정말 싼게 비지떡 이라는 것을 뼈저리게 느끼고 온 금요일 밤이었습니다. 타지에서 여행오실 분들은 혹여나 싼 가격에 혹하지 마시고 여기는 거르시길 ...	0
진짜 와이파이도 안되고 침구류는 누렇고 와이파이는 아이피타임 공용와이파이를 쓰라는데 되지도않음 진짜 무책임 더럽다 진짜	0
청결도는 그럭저럭,한듯 안한듯.천정 곳곳은 물이 샜는지 얼룩이 졌고침대는 오래 되어서 스프링이 찌걱찌걱 소리나고환기는 잘안되어서 굽굽한 냄새가 나고조명은 어둡고, 보일러 온수는 차단기가 내려가서 잘 안돼어서 아침엔 찬물로 씻고욕실 샤워 수전은 호수가 없어서 불편했고 방이 크다는 것 외엔 뭐 하나 맘에드는 게 하나 없었습니다.가격 싼 여관 같았습니다.다신 이용하고 싶지 않습니다.	0
오래된거같아요 싼가격이라 그럭저럭 이용했어요 근데 차라리 다른데 가는게 나을듯해요	0
화장실 변기도막혀있고 세면도구는 치솔한개만줍니다..출장자주가지만 지금까지 모텔중 최악이였습니다	0
진짜 꼬불꼬불한 털이 여기저기 아 진짜 짜증남 이건 뭐 3만원도 아까움 컴퓨터도 없고 와이파이는 끊기고 정말이지 다신 안갈거임	0
예약하고 돈을 미리 결제해논 상태에서 갔는데..마지막 방 하나 남겨 둔거라며 생색 내시는건??뭐죠???! 암튼 감사하다하고 방을 올라갔습니다..사진첨부하는게 있는줄 알았으면 진짜 찍었을텐데...무조건 까내리고자 쓰는글이 아님을 꼭 알아주셨으면 합니다.일단 들어가자마자 나무젓가락 벗긴 껍질이 있었고 침대옆 휴지통엔 휴지 그대로...화장실 변기옆 휴지통에도 쓰레기가 그대로 있었습니다.대실해주신 후 청소가 잘 안된걸까요??바닥에 모레가 어석거려서 까치발 들고 다녔습니다.(저희는 먹방여행이라 물놀이 안했습니다)수건에는 틴트자국...체모가 박혀있어 찝찝했습니다.수건세탁이야 업체탓이라 쳐도청소상태 부분은 제가 여태껏 여행다녀본 국내.외 숙소들중 최악이였습니다.지은지 오래되어 시설이 노후된부분은 가격에 비례한다 생각하여 불만이 없는데 청소부분은 오너의 마인드에 따라 다르다 생각합니다.	0
매장사장이너무불친절해서 그냥 나왔네요^^환불이고뭐고 돈필요없이 진짜별로네요 다들 가지마세요	0
여자직원 전화태도와 일처리등이 너무 불쾌함취소와 환불이 안된다는 공지만 있엇지 날짜 변경이 안된다는 공지는 없었는데 날짜변경도 안된다면서 짜증짜증내고 당일날 바꿔달라한것도아니고 일주일전에 여행일자가 변경되서 그러니 날짜가 다르니까 추가요금있으면 내겠다고도 했는데 전화 뚝뚝 끊어대고 심지어 날짜변경도 해준다고 했으면서 처음 예약했던 6일 밤에 다른 남자분이 왜입실안하냐고 전화거왔음 어이없고 기분도나쁘기도하고 혹시나 예약내역없다고 할까봐 9일날 다른곳 예약하고 다른곳에서 숙박함 근데 9일에는 왜 안오냐고 전화도 안옴 그냥 날짜변경도 안해준거임 다른곳 예약 안했으면 방도 없이 여행할뻔했음 돈은날렸지만 이딴 불쾌한곳에서 자지 않아서 다행임 역시 싼곳은 이용하면 안됨 직원태도 정말정말불쾌함	0
후기만 보고 예약을 했습니다.그러나....완전 다르군요.오래된 건물에 사장님 친절은 대화를 해본게 없어서 잘 모르겠고바베큐도 해보지 안아서 잘 모르겠구요젤 중요한 객실..일반실을 예약했는데들어갔을때 습기찬 냄새에일단 깨끗하지 않고 오래되어 보이는 침구류베게에는 얼룩도 보이고 찜찜해서 수건 덮고 잤네요수압은 후기대로 세서 좋았습니다따스한 물도 좋았구요..일반컵보다는 종이컵으로 대체되었으면 좋겠습니다너무 리얼하게 평을 했지만후기보고 잘 선택했다 했는데 직접 보니 아니였습니다바다와 가까운건 좋아요	0
그냥그랬어요 이불에서 이상한냄새나는거랑손님이많은건지 복도도 어수선했고 그냥 잠자고만나왔어요	0
별로였음 그냥 싼맛에 이용하기좋은곳임그리고 칫솔빼고 나머지는 돈주고사야했었음	0
밑에층 이노래방이라 시끄러워서 잠자기불편했고티비도 고장나서 화질도 고르지못했습니다 하루잔단생각으로 어떻게그냥 자고나왔네요	0
우선 창문쪽이 오래되서그런지 매우 더러워 차마 볼 수가 없어 커튼을 계속 쳐두었네요. 티비도 트는데도 몇분이 걸리고 계속 끊겨서 나오다가 결국 안나오고 에어컨 리모컨 조절도 안되었네요. 천장에는 곰팡이가 있어서 누워서 구경하기 딱좋았습니다. 화장실도 기대를 져버리지않고 세면대는 구멍이 나있었고 샤워기부분에도 곰팡이가 보였습니다.현관문은 뻑뻑해서 잠그고 여는것도 어려웠네요. 드라이기 소리도 이상했구요.그냥 싼맛에 잠만자는 곳 같아요.	0
에어컨 안되고 에어컨안된다고 얘기하니깐 계속 사장이 불친절한식으로 얘기함. 우리말고도 에어컨 안되는사람 꽤나 많았는듯 기본 서비스물품은 칫솔이 전부 수건도 없어서 내려가서 수건돌라고함	0
진짜 지금까지 많은 모텔을 가봣지만 여기처럼 서비스 더러운데는 첨봅니다에어컨 오래되서 소리 엄청 크게 들리고 입실할때 수건3장하고 치솔 두장 주고 끝수건 더달라고 하면 없다고 죄송합니다 하고 끝그냥 다 안되고 잘못된거는 그냥 죄쇠하다고하고 끝진짜 여긴 모텔비 만원도 아까움진짜 인생 최악의 모텔입니다 해운대 최악의 모텔!!!	0
1. 인테리어의 난해함90년대 지하에 있는 노래주점 느낌나는 인테리어.. 화장대 앞 조명은 왜 있는건지 모를정도로 어두워요.2. 여기어때에 올라와 있는 방과 구조가 다른 방을 줌.3. 따뜻한 물로 씻으려면 많은 기도를 해야됨, 밤에 미지근한 물로 오들오들 거리면서 씻어서 감기걸림.	0
그냥 쓰레기입니다~오지마시고 다른곳 가시길가운도 없고~없는것도 많습니다그냥 자고 나가기 좋아요그냥 잠만 자요	0
체크인보다 조금 일찍 도착해서 사장님이 안계시길래 전화해서 가방보관만 부탁드린다고 하니 사장님이 시간도 안됬는데 왜 왔냐고 면박을 주더라고요.802호 배정 받았었는데 방문은 잠기지도 않고 방 옮겨서 9층으로 갔는데 거긴 에어컨에서 물세고와이파이 모뎀 콘센트는 부서져서 와이파이도 안되고정말 별로 였어요여사장님이 정말 불친절해요	0
사진보고알아서 판단하세요. 지인이 부산내려와서 잠만잘꺼라고 저령한곳 예약해달라길래 후기괜찮아서 예약했는데 이정도일꺼라고는 생각못했네요. 방바꿔주신다고했지만 둘러본방이 다 거기서거기라 그냥나왔다네요. 환불도 안되서 돈만날렸네요	0
처음들어갓을땐 오 가성비 짱일거같다햇는데자고인나니깐 온몸에 벌레가 물어뜯어 새벽에 나왓습니다이불에 전에 사용자 털더 많앗구요 청결좀 신경써주세용	0
예약전에 혹시나 해서 모텔에 가격문의해서 가격물어보고 어플이 싸서 다시 어플로 결제할려는데 5천원이나 올려서 황당했어요시설은 오래되보이고 칫솔이나 기본으로 주는걸 따로 사야되고 화장실 스위치도 부러져있고 세면대는 물이 잘 안 내려가고 변기는 수압이 약한건지 잘 안 내려가고 화장실 하수구 냄새인지 잘때 계속 나서 잠도 제대로 못 자고 이불도 제대로 안 빠는지 피부가 가려웠어요	0
시설 별로 였어요 싼 방을 사용할려고 했는데 그냥 찜질방이랑 비슷했어요	0
해운대라는 관광지에 비해 온수사용시간도 적고 무엇보다 방음이 너무 안됩니다	0
문의할게잇어서 전화햇는데 처음부터굉장히불친절하고 윗층에 노래클럽인지 쿵쿵시끄러움 방은 시골 모텔수준	0
시설은 리모델링한거치곤 좀별루구요청결은 청소했다고하는데 바닥에 끈적한 테이핑같은게 붙어 있었구서비스는 그래서 방청소를 요구했는데손님과 싸우자는식이구요 다른방을 제공해줬지만샤워기도 없는방을 줘서 어이가 없던곳인거 같네요손님이랑 말장난하자는것도아니고 너무나 별로였던곳 702호에 메모리폼침구가 따로있던거는 푹신하고 좋네요	0
해운대쪽숙소는비싸서 이곳을이용했는데저렴한곳은이유가잇네요그래도위치가좋아서 재밋게놀다갑니다	0
솔직히 쓸게요..정말 최악이엿어요 카운터 직원분은 정말 친절하고 좋앗지만 청결부터 환기까지...천식이 심한편인데 환기는 1도 안되고 에어컨에 곰팡이까지...9시쯤 들어가서 너무 추워서 보일러좀 틀어달라햇는데 12시 넘어서 잘때쯤 되니깐 보일러 올라오더라구요..아침에 천식 악화되서 정말 힘들었어요...그 근처 다른곳 많이 다녀봤는데 여기가 제일 최악이네요...다신 안갈렵니다..	0
타일 바닥이라 방 보일러 틀어도 춥네요 공기기 차가운데 히터도 없어서 계속 춥게 있었네요.	0
후기가 너무 좋아서 갔는데, 침대 너무 딱딱하고 이불도 뭐 묻어있고 머리카락도 두개나 있더라구요?남이 쓰던 침대에서 자는기분^^웬만하면 이런후기 안쓰는데 진짜 별로였어요성수기라 꾹 참고 하루 묶고 왔네요인간적으로 시트는 갈아주는게 어떠신지...카운터에서 넘나 친절하셔서 좋았는데 방 가서는 별로였어요 돌아가는 길인데 어깨 결리고;;; 다시는 안묶고싶은 곳이네요앞에 뭐 좋은숙소로 선정됐다 어쩌고 해놓으셨는데....치우시는게 낫겠어요	0
